тайӧ виччысьӧ миянлысь большевистскӧй партия , сӧветскӧй правительство да великӧй вождь сталин .	тайӧ виччысьны ми большевистскӧй партия , сӧветскӧй правительство да великӧй вождь сталин .	NOM;PRO;SG 3;FIN;IND;PRS;SG;V 1;AT+ABL;PL;PRO ADJ;NOM;SG N;NOM;SG _ ADJ;NOM;SG N;NOM;SG CONJ ADJ;NOM;SG N;NOM;SG NOM;PROPN;SG _
став челядь миян странаын тӧдӧны климент ефремович ворошиловӧс , советскӧй союзса маршалӧс , оборона кузя народнӧй комиссарӧс .	став челядь ми страна тӧдны климент ефрем ворошилов , советскӧй союз маршал , оборона кузя народнӧй комиссар .	NOM;PRO;SG N;NOM;SG 1;NOM;PL;PRO IN+ESS;N;SG 3;FIN;IND;PL;PRS;V NOM;PROPN;SG NOM;PROPN;SG ACC;PROPN;SG _ ADJ;NOM;SG ADJ;NOM;SG ACC;N;SG _ NOM;PROPN;SG ADV ADJ;NOM;SG ACC;N;SG _
тайӧ лыдпасъясыс висьталӧны сы йылысь , мый колхозъясса председательяс , а сідз жӧ сиктса общественность колхозникьясӧс ӧнӧдз на эз мобилизуйтны ыджыд урожай босьтӧм вӧсна тышӧ , аскадӧ да некутшӧм вошӧмъястӧг идралӧм вӧсна тышӧ .	тайӧ лыдпас висьтавны сійӧ йылысь , мый колхоз председатель , а сідз жӧ сиктса общественность колхозник ӧнӧдз на оз мобилизуйтны ыджыд урожай босьтны вӧсна тышӧ , аскадӧ да некутшӧм вошны идравны вӧсна тышӧ .	NOM;PRO;SG N;NOM;PL;PSS3S 3;FIN;IND;PRS;SG;V 3;NOM;PRO;SG ADP;IN+ABL;SG _ CONJ ADJ;NOM;SG N;NOM;PL _ CONJ ADV PART ADJ;NOM;SG N;NOM;SG ACC;N;PL ADV ADV 3;FIN;IND;NEG;PST;V PL;V ACC;ADJ;SG ACC;N;SG NOM;PST;SG;V;V.PTCP ADP IN+ALL;N;SG _ IN+ALL;N;SG CONJ NEG;NOM;PRO;SG PL;V NOM;PST;SG;V;V.PTCP ADP IN+ALL;N;SG _
кымӧрыс недыр повзьӧдчӧм бӧрын вешйис бокӧ .	кымӧр недыр повзьӧдчыны бӧрын вешйыны бокӧ .	N;NOM;PSS3S;SG ADV;NEG NOM;PST;SG;V;V.PTCP ADP;IN+ESS;SG 3;FIN;IND;PST;SG;V ADV;IN+ALL _
быд колхозник да колхозница обязанӧсь тышкасьны сы вӧсна , медым му вылӧ эз коль ниӧти шеп , быдӧнлы должен лоны гӧгӧрвоана , мый быд нянь шеп сьӧктаммӧдӧ колхозниклысь трудоденьсӧ , унджык воӧ нянь трудодень вылӧ .	быд колхозник да колхозница обязан тышкасьны сійӧ вӧсна , медым му вылын оз кольны ниӧти шеп , быдӧн должен лоны гӧгӧрвоана , мый быд нянь шеп сьӧктаммӧдны колхозник трудодень , унджык во нянь трудодень вылын .	PRO N;NOM;SG CONJ N;NOM;SG ADJ;PL NFIN;V 3;NOM;PRO;SG ADP _ CONJ N;NOM;SG ADP;IN+ALL;SG 3;FIN;IND;NEG;V SG;V NOM;PRO;SG N;NOM;SG _ DAT;PRO;SG ADJ;NOM;SG NFIN;V ADV _ CONJ PRO N;NOM;SG N;NOM;SG 3;FIN;IND;PRS;SG;V AT+ABL;N;SG N;NOM;SG _ ADV IN+ALL;N;SG N;NOM;SG N;NOM;SG ADP;IN+ALL;SG _
тӧв ныркӧд тшӧтш сынӧдыс кутіс рудӧдны .	тӧв ныр тшӧтш сынӧд кутны рудӧдны .	N;NOM;SG COM;N;SG ADV N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V NFIN;V _
ӧддзӧді воськовъясӧс .	ӧддзӧдны воськов .	1;FIN;IND;PST;SG;V ACC;N;PL;PSS1S _
тыдалӧ , разведкаыс сійӧ луннас вӧлі сэтшӧм важнӧй делӧӧн , мый ворошилов решитчис мунны ачыс .	тыдавны , разведка сійӧ лун вӧвны сэтшӧм важнӧй делӧ , мый ворошилов решитчыны мунны ас .	3;FIN;IND;PRS;SG;V _ N;NOM;PSS3S;SG 3;NOM;PRO;SG INS;N;PSS3S;SG 3;FIN;IND;PST;V NOM;PRO;SG ADJ;NOM;SG INS;N;SG _ CONJ NOM;PROPN;SG 3;FIN;IND;PST;SG;V NFIN;V 3;NOM;PRO;REFL _
тайӧ рудыс зэв ӧдйӧ матыстчис мелань .	тайӧ руд зэв ӧдйӧ матыстчыны ме .	PRO ADJ;NOM;PSS3S;SG ADV ADV;IN+ALL 3;FIN;IND;PST;SG;V 1;PRO _
кыдзи лои краснӧй армияса командирӧн ?	кыдзи лоны краснӧй армияса командир ?	ADV 3;FIN;IND;PST;SG;V ADJ;NOM;SG ADJ;NOM;SG INS;N;SG _
а сэсся пыр отаджыкӧсь лоисны .	а сэсся пыр ота лоны .	CONJ ADV ADV ADJ;CMPR;NOM;PL 3;FIN;IND;PL;PST;V _
и со шерыс вочасӧн вешйис бокӧ .	и со шер вочасӧн вешйыны бокӧ .	CONJ PART N;NOM;PSS3S;SG ADV;INS 3;FIN;IND;PST;SG;V ADV;IN+ALL;SG _
казакъяс пыр жӧ гӧгӧрвоисны , мый броневикыс сибдіс .	казак пыр жӧ гӧгӧрвоны , мый броневик сибдыны .	N;NOM;PL ADV PART 3;FIN;IND;PL;PST;V _ CONJ N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V _
гортад кос корӧсьӧн али ва корӧсьӧн чышкысьӧны ?	горт кос корӧсь али ва корӧсь чышкысьны ?	IN+ESS;N;PSS2S;SG ADJ;NOM;SG INS;N;SG CONJ N;NOM;SG INS;N;SG 3;FIN;IND;PL;PRS;V _
но чериыс мыйлакӧ эз сёй .	но чери мыйлакӧ оз сёйны .	CONJ N;NOM;PSS3S;SG PRO 3;FIN;IND;NEG;PST;V SG;V _
ӧд мунны колӧ бура унакодь на .	ӧд мунны ковны бура унакодь на .	PART NFIN;V 3;FIN;IND;PRS;SG;V ADV ADV;NOM;SG ADV _
ас кежысь казьтышті нин , гашкӧ , став енсӧ , тӧдсаясӧс и тӧдтӧмъясӧс , мед , кӧнкӧ найӧ эмӧсь кӧ , эз жӧ эновтны туй выв мортӧс .	ас кежысь казьтыштны нин , гашкӧ , став ен , тӧдса и тӧдтӧм , мед , кӧнкӧ найӧ эм кӧ , оз жӧ эновтны туй выв морт .	ADJ ADP;SG 1;FIN;IND;PST;SG;V ADV _ ADV _ DET N;NOM;SG _ N;NOM;PL CONJ N;NOM;PL _ ADV _ ADV 3;NOM;PL;PRO PL;V CONJ _ 3;FIN;IND;NEG;V PART NFIN;V N;NOM;SG N;NOM;SG ACC;N;SG _
аскинас сійӧ шуис машалы , тэ пӧ этша вира .	аски сійӧ шуны маша , тэ пӧ этша вира .	ADV;INS 3;NOM;PRO;SG 3;FIN;IND;PST;SG;V DAT;PROPN;SG _ 2;NOM;PRO;SG PART ADV;NOM;SG ADJ;NOM;SG _
кыліс зэв ылысянь муркӧдчӧм шы .	кывны зэв ылысянь муркӧдчыны шы .	3;FIN;IND;PST;SG;V ADV ADV NOM;PST;SG;V;V.PTCP N;NOM;SG _
— он ӧд тӧд , мый татшӧма зэрны-гымавны кутас , — нурбыльті сӧмын .	— оз ӧд тӧд , мый татшӧма зэрны-гымавны кутны , — нурбыльтны сӧмын .	_ 2;FIN;IND;NEG;PRS;V PART N;NOM;SG _ CONJ ADV NFIN;V 3;FIN;FUT;IND;SG;V _ _ 1;FIN;IND;PST;SG;V ADV _
паськӧмӧй вӧлі брӧд ва .	паськӧм вӧвны брӧд ва .	N;NOM;PSS1S;SG 3;FIN;IND;PST;V ADV N;NOM;SG _
налӧн пуляясыс сяргӧны броневикӧ сідз , мый пельяссьыс перепонкаясыс машина пытшса йӧзлӧн чуть оз потласьны .	найӧ пуля сяргыны броневик сідз , мый пель перепонка машина пытшса йӧз чуть оз потласьны .	3;GEN;PL;PRO N;NOM;PL;PSS3S 3;FIN;IND;PL;PRS;V IN+ALL;N;SG ADV _ CONJ IN+ABL;N;PL;PSS3S IN+ABL;N;PL;PSS3S N;NOM;SG ADJ;NOM;SG GEN;N;SG ADV FIN;IND;NEG;PRS;V 3;PL;V _
кытчӧ сійӧ воши ?	кытчӧ сійӧ вошны ?	ADV;IN+ALL 3;NOM;PRO;SG 3;FIN;IND;PST;SG;V _
туйыс зэр вӧснаыс лоис ичӧтик ю кодь .	туй зэр вӧсна лоны ичӧтик ю кодь .	N;NOM;PSS3S;SG N;NOM;SG 3;ADP 3;FIN;IND;PST;V ADJ;NOM;SG N;NOM;SG ADJ;NOM;SG _
сідз жӧ колӧ индыны сы вылӧ , мый районын ӧнӧдз на оз мун нянь тэчӧм да вартӧм .	сідз жӧ ковны индыны сійӧ вылын , мый район ӧнӧдз на оз мунны нянь тэчны да вартны .	ADV PART 3;FIN;IND;PRS;V NFIN;V 3;NOM;PRO;SG ADP;IN+ALL;SG _ CONJ IN+ESS;N;SG ADV ADV 3;FIN;IND;NEG;PRS;V SG;V N;NOM;SG NOM;PST;SG;V;V.PTCP CONJ NOM;PST;SG;V;V.PTCP _
татшӧм фактъясыскӧд миритчӧм лоны оз вермы .	татшӧм фактъясыскӧд миритчыны лоны оз вермыны .	ADJ;NOM;SG COM;N;PL NOM;PST;SG;V;V.PTCP NFIN;V 3;FIN;IND;NEG;PRS;V SG;V _
думайта да , мед кӧтӧдас .	думайтны да , мед кӧтӧдны .	1;FIN;IND;PRS;SG;V PART _ CONJ 3;FIN;FUT;IND;SG;V _
белӧйяс !	белӧй !	N;NOM;PL _
тайӧ нигаыс сетас сӧмын ичӧтик юкӧн ывлавыв велӧдысьлы .	тайӧ нига сетны сӧмын ичӧтик юкӧн ывлавыв велӧдысь .	NOM;PRO;SG N;NOM;PSS3S;SG 3;FIN;FUT;IND;SG;V ADV ADJ;NOM;SG ACC;N;SG N;NOM;SG DAT;N;SG _
тайӧ кывъясыс , кодӧс висьтавліс сталин ёрт , оз вермы лоны вунӧдӧма некодӧн да должен лоны пӧртӧма олӧмӧ .	тайӧ кыв , коді висьтавлыны сталин ёрт , оз вермыны лоны вунӧдны некод да должен лоны пӧртны олӧм .	NOM;PRO;SG N;NOM;PL;PSS3S _ ACC;PRO;SG 3;FIN;IND;PST;SG;V ACC;PROPN;SG N;NOM;SG _ 3;FIN;IND;NEG;PRS;V SG;V NFIN;V 3;FIN;IND;NFH;PST;SG;V INS;NEG;PRO;SG CONJ N;NOM;SG NFIN;V 3;FIN;IND;NFH;PST;SG;V IN+ALL;N;SG _
и , дерт , кӧсйӧны тӧдны сы йылысь дзик ставсӧ .	и , дерт , кӧсйыны тӧдны сійӧ йылысь дзик став .	CONJ _ ADV _ 3;FIN;IND;PL;PRS;V NFIN;V 3;NOM;PRO;SG ADP;SG ADV ACC;PRO;PSS3S;SG _
колхозъясын ӧні мунӧ тайӧ воӧм озыр урожайсӧ идралӧм .	колхоз ӧні мунны тайӧ воны озыр урожай идравны .	IN+ESS;N;PL ADV 3;FIN;IND;PRS;SG;V NOM;PRO;SG NOM;PST;SG;V;V.PTCP ADJ;NOM;SG N;NOM;SG ACC;PST;SG;V;V.PTCP _
и друг , кор миян войскаяс ас водзсьыныс ылысь аддзисны неыджыд казацкӧй сикт , пятиизбеннӧй станица , ставыс гӧгӧр виччысьтӧг лӧнис .	и друг , кор ми войска ас водз ылын аддзыны неыджыд казацкӧй сикт , пятиизбеннӧй станица , став гӧгӧр виччысьны лӧньны .	CONJ ADV _ CONJ 1;NOM;PL;PRO N;NOM;PL ADJ ADP;PSS3P;SG ADP 3;FIN;IND;PL;PST;V ADJ;NEG ADJ;NOM;SG N;NOM;SG _ ADJ;NOM;PSS1S;SG N;NOM;SG _ DET;NOM;PSS3S;SG ADV NEG;V;V.CVB 3;FIN;IND;PST;SG;V _
вошим ми , — шӧпкӧдіс сійӧ .	вошны ми , — шӧпкӧдны сійӧ .	1;FIN;IND;PL;PST;V 1;NOM;PL;PRO _ _ 3;FIN;IND;PST;SG;V 3;NOM;PRO;SG _
зэригас кая гортӧдз .	зэрны кайны горт .	IN+ALL;PSS3S;SG;V;V.CVB 1;FIN;IND;PRS;SG;V N;SG _
тӧдлытӧг асыв-войвывсяньыс тыдовтчис нӧшта кымӧр пласт да ӧдйӧ кутіс кайны енэж шӧрлань .	тӧдлыны асыв-войвыв тыдовтчыны нӧшта кымӧр пласт да ӧдйӧ кутны кайны енэж шӧр .	NEG;V;V.CVB N;PSS3S;SG 3;FIN;IND;PST;SG;V ADV N;NOM;SG N;NOM;SG CONJ ADV;IN+ALL 3;FIN;IND;PST;SG;V NFIN;V N;NOM;SG N;SG _
лысваыс болскакыліс сапӧг пытшкын .	лысва болскакывны сапӧг пытш .	N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V N;NOM;SG ADP;IN+ESS;SG _
медым содтыны урожай идралӧмын ӧдъяс , колӧ не сӧмын сувтӧдны удж вылӧ став вундан машинаяс , но и приспособитны лобогрейкаӧ ытшкан машинаяс да используйтны найӧс тыр нагрузкаӧн урожай идралӧм вылӧ .	медым содтыны урожай идравны ӧд , ковны не сӧмын сувтӧдны удж вылын став вундыны машина , но и приспособитны лобогрейка ытшкыны машина да используйтны найӧ тыр нагрузка урожай идравны вылын .	CONJ NFIN;V ACC;N;SG IN+ESS;PST;SG;V;V.PTCP ACC;N;PL _ 3;FIN;IND;PRS;SG;V PART PART NFIN;V ACC;N;SG ADP;IN+ALL;SG NOM;PRO;SG NOM;V ACC;N;PL _ CONJ PART NFIN;V IN+ALL;N;SG V ACC;N;PL CONJ NFIN;V 3;ACC;PRO;SG ADJ;NOM;SG INS;N;SG N;NOM;SG NOM;PST;SG;V;V.PTCP ADP;IN+ALL;SG _
некод оз тӧд !	некод оз тӧдны !	NEG;NOM;PRO;SG 3;FIN;IND;NEG;PRS;V SG;V _
туйыс вӧлі сьӧкыд , белӧйяс потшисны быд боксянь .	туй вӧвны сьӧкыд , белӧй потшны быд бокын .	N;NOM;PSS3S;SG 3;FIN;IND;PST;V ADJ;NOM;SG _ N;NOM;PL 3;FIN;IND;PL;PST;V DET ADP;SG _
тӧдӧны сійӧс и радейтӧны .	тӧдны сійӧ и радейтны .	3;FIN;IND;PL;PRS;V 3;ACC;PRO;SG CONJ 3;FIN;IND;PL;PRS;V _
сійӧ эз на удит шуны тайӧс , кыдз казакъяс горзігтырйи уськӧдчисны машиналань .	сійӧ оз на удитны шуны тайӧ , кыдз казак горзыны уськӧдчыны машина .	3;NOM;PRO;SG 3;FIN;IND;NEG;V ADV SG;V NFIN;V ACC;PRO;SG _ ADV N;NOM;PL V;V.CVB 3;FIN;IND;PL;PST;V N;SG _
кутіс нин гымавны-чардавны .	кутны нин гымавны-чардавны .	3;FIN;IND;PST;SG;V ADV NFIN;V _
весиг юсянь неуна локтысь ыркыдыс эз кокньӧд .	весиг ю неуна локны ыркыд оз кокньӧдны .	ADV N;SG ADV;NEG ACT;V;V.PTCP N;NOM;PSS3S;SG FIN;IND;NEG;PST;V SG;V _
керкаӧ пырӧм бӧрын тэрмасьӧмӧн пӧрччи сӧдз ваӧдз кӧтасьӧм кӧм-паськӧмӧс да тэрыба кайи паччӧр вылӧ шонтысьыштны , став тайӧ страксьыс пальӧдчыштны .	керка пырны бӧрын тэрмасьӧмӧн пӧрччыны сӧдз ва кӧтасьны кӧм-паськӧм да тэрыба кайны паччӧр вылын шонтысьыштны , став тайӧ страк пальӧдчыштны .	IN+ALL;N;SG NOM;PST;SG;V;V.PTCP ADV;IN+ESS NOM;V;V.CVB 1;FIN;IND;PST;SG;V ADJ;NOM;SG N;SG NOM;PST;SG;V;V.PTCP ACC;N;SG CONJ ADV 1;FIN;IND;PST;SG;V N;NOM;SG ADP;IN+ALL;SG NFIN;V _ DET NOM;PRO;SG IN+ABL;N;PSS3S;SG NFIN;V _
сійӧ вочасӧн пыр паськаліс да лӧзӧдіс .	сійӧ вочасӧн пыр паськавны да лӧзӧдны .	3;NOM;PRO ADV;INS ADV 3;FIN;IND;PST;SG;V CONJ 3;FIN;IND;PST;SG;V _
и мый вӧсна получитіс сійӧ орденъяссӧ , кодъяс сылӧн дзирдалӧны морӧс вылас , кор первомайскӧй парад дырйи сійӧ петас аслас вӧв вылын московскӧй кремльса спасскӧй башня важ воротаысь ?	и мый вӧсна получитны сійӧ орден , коді сійӧ дзирдавны морӧс вылын , кор первомайскӧй парад дырйи сійӧ петны ас вӧв вылын московскӧй кремль спасскӧй башня важ ворота ?	CONJ NOM;PRO ADP 3;FIN;IND;PST;SG;V 3;NOM;PRO;SG N;NOM;PL _ NOM;PL;PRO 3;PRO;SG 3;FIN;IND;PL;PRS;V N;NOM;SG ADP;IN+ESS;PSS3S;SG _ CONJ ADJ;NOM;PSS1S;SG N;NOM;SG ADP 3;NOM;PRO;SG 3;FIN;FUT;IND;SG;V 3;GEN;PRO N;NOM;SG ADP;IN+ESS;SG ADJ;NOM;SG ADJ;NOM;SG ADJ;NOM;SG N;NOM;SG ADJ;NOM;SG IN+ABL;N;SG _
лун и вой мунісны бойяс , лун и вой красноармейскӧй частьяс писькӧдчисны рытыввывлань , волгалань , царицын карлань ( ӧні сійӧ шусьӧ сталинградӧн ) .	лун и вой мунны бой , лун и вой красноармейскӧй часть писькӧдчыны рытыввыв , волга , царицын кар ( ӧні сійӧ шусьыны сталинград ) .	N;NOM;SG CONJ N;NOM;SG 3;FIN;IND;PL;PST;V N;NOM;PL _ N;NOM;SG CONJ N;NOM;SG ADJ;NOM;SG N;NOM;PL 3;FIN;IND;PL;PST;V N;SG _ PROPN;SG _ NOM;PROPN;SG N;SG _ ADV 3;NOM;PRO;SG 3;FIN;IND;PRS;SG;V INS;PROPN;SG _ _
— мыйла нӧ водзджык эн вермы кайны , — жалитӧмпырысь шуис меным .	— мыйла нӧ водзджык оз вермыны кайны , — жалитӧмпырысь шуны ме .	_ CONJ PART ADV;CMPR 2;FIN;IND;NEG;V SG;V NFIN;V _ _ ADV 3;FIN;IND;PST;SG;V 1;DAT;PRO;SG _
— ох , командир ёрт , беда !	— ох , командир ёрт , беда !	_ INTJ _ N;NOM;SG N;NOM;SG _ ADV _
вӧчны нинӧм .	вӧчны нинӧм .	NFIN;V NEG;NOM;PRO;SG _
шоферыс сувтӧдіс машинасӧ .	шофёр сувтӧдны машина .	N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V ACC;N;PSS3S;SG _
колӧ вӧлі ӧні жӧ мунны смелӧй разведкаӧ , воӧдчыны ылі пемыд посёлокӧ , тӧдмавны , оз-ӧ дзебсясь сэні враг .	ковны вӧвны ӧні жӧ мунны смел разведка , воӧдчыны ылі пемыд посёлок , тӧдмавны , оз дзебсясьны сэні враг .	3;FIN;IND;PRS;SG;V 3;FIN;IND;PST;SG;V ADV PART NFIN;V ADJ;NOM;PSS1S;SG IN+ALL;N;SG _ NFIN;V ADJ;NOM;SG ADJ;NOM;SG IN+ALL;N;SG _ NFIN;V _ 3;FIN;IND;NEG;PRS;V SG;V ADV N;NOM;SG _
енэжын ни ӧти кымӧртор эз тыдав .	енэж ни ӧти кымӧртор оз тыдавны .	IN+ESS;N;SG NEG;PART NUM N;NOM;SG FIN;IND;NEG;PST;V SG;V _
шоферыс паръяссӧ курччӧмӧн тракнитіс задньӧй ходлысь рычагсӧ .	шофёр пар курччыны тракнитны задньӧй ход рычаг .	N;NOM;PSS3S;SG ACC;N;PL INS;V;V.CVB 3;FIN;IND;PST;SG;V ADJ;NOM;SG AT+ABL;N;SG ACC;N;SG _
нянь идралан удж помасьӧмӧн лыддьыссьӧ сӧмын сэк , кор став няньыс лоас вартӧма да пуктӧма сӧстӧм амбаръясӧ да складъясӧ .	нянь идравны удж помасьны лыддьыссьыны сӧмын сэк , кор став нянь лоны вартӧма да пуктӧма сӧстӧм амбар да склад .	N;NOM;SG V ACC;N;SG INS;V;V.CVB 3;FIN;IND;PRS;SG;V ADV ADV _ ADV NOM;PRO;SG N;NOM;PSS3S;SG 3;FIN;FUT;IND;SG;V 3;FIN;IND;NFH;PST;SG;V CONJ 3;FIN;IND;NFH;PST;SG;V ACC;ADJ;SG IN+ALL;N;PL CONJ IN+ALL;N;PL _
муртса верми восьлавны ляти кодь туйӧд .	муртса вермыны восьлавны ляти кодь туй .	ADV 1;FIN;IND;PST;SG;V NFIN;V N;NOM;SG ADJ;NOM;SG N;SG _
медым висьтавны кӧть медся главнӧйтор йывсьыс , мый лолывліс ворошилов ёртлӧн замечательнӧй олӧмас , ковмас не ӧти кыз книга .	медым висьтавны кӧть медся главнӧйтор йылысь , мый лолывлыны ворошилов ёрт замечательнӧй олӧм , ковмыны не ӧти кыз книга .	CONJ NFIN;V ADV ADV N;NOM;SG ADP;PSS3S;SG _ CONJ 3;FIN;IND;PST;SG;V NOM;PROPN;SG GEN;N;SG ADJ;NOM;SG IN+ESS;N;PSS3S;SG _ 3;FIN;FUT;IND;SG;V NEG;PART NUM ADJ;NOM;SG N;NOM;SG _
чужӧмыс сылӧн лои мел кодь еджыд .	чужӧм сійӧ лоны мел кодь еджыд .	N;NOM;PSS3S;SG 3;GEN;PRO;SG 3;FIN;IND;PST;SG;V N;NOM;SG ADP ADJ;NOM;SG _
и кокниджыка лолавсьыны кутіс .	и кокни лолавсьыны кутны .	CONJ ADV;CMPR NFIN;V 3;FIN;IND;PST;SG;V _
неприятель страшнӧй , бура кӧ он тӧд , кӧні сійӧ и мый сійӧ вӧчӧ .	неприятель страшнӧй , бура кӧ оз тӧдны , кӧні сійӧ и мый сійӧ вӧчны .	N;NEG;NOM;SG ADJ;NOM;SG _ ADV CONJ 2;FIN;IND;NEG;PRS;V SG;V _ ADV;IN+ESS;SG 3;NOM;PRO;SG CONJ NOM;PRO 3;NOM;PRO;SG 3;FIN;IND;PRS;SG;V _
тайӧ торпыригъясыс пырӧны боевӧй ӧшинь векньыдик щельясӧд , ранитӧны кияснысӧ , чужӧмнысӧ , соталӧны паськӧмнысӧ пырыс ...	тайӧ торпыриг пырны боевӧй ӧшинь векньыдик щель , ранитны ки , чужӧм , сотавны паськӧм пыр …	NOM;PRO;SG N;NOM;PL;PSS3S 3;FIN;IND;PL;PRS;V ADJ;NOM;SG N;NOM;SG ADJ;NOM;SG N;PL _ 3;FIN;IND;PL;PRS;V ACC;N;PL;PSS3P _ ACC;N;PSS3P;SG _ 3;FIN;IND;PL;PRS;V ACC;N;PSS3P;SG ADP;PSS3S _
первойсӧ ичӧтик баляяс кодьӧсь .	первой ичӧтик баля кодь .	ADV ADJ;NOM;SG N;NOM;PL ADJ;PL _
враг быттьӧ сыліс кытчӧкӧ .	враг быттьӧ сывны кытчӧ .	N;NOM;SG PART 3;FIN;IND;PST;SG;V ADV;IN+ALL _
но весьшӧрӧ на , вӧлӧмкӧ , майшассьӧма .	но весьшӧрӧ на , вӧлӧмкӧ , майшассьыны .	CONJ ADV;IN+ALL ADV _ ADV _ 3;FIN;IND;NFH;PST;SG;V _
сы вылӧ видзӧдігмоз весиг шуштӧм лолі сьӧлӧм вылын .	сійӧ вылын видзӧдны весиг шуштӧм лолыны сьӧлӧм вылын .	3;NOM;PRO;SG ADP;IN+ALL;SG V;V.CVB ADV ADJ;NOM;SG 3;FIN;IND;PST;SG;V N;NOM;SG ADP;IN+ESS;SG _
а сэсся вылісянь мӧдӧдчисны гырысь зэр войтъяс .	а сэсся вылісянь мӧдӧдчыны гырысь зэр войт .	CONJ ADV ADV;SG 3;FIN;IND;PL;PST;V ADJ;NOM;SG N;NOM;PL N;NOM;PL _
пӧсь сынӧдыс кыскис вын-эбӧстӧ .	пӧсь сынӧд кыскыны вын-эбӧс .	ADJ;NOM;SG N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V ACC;N;PSS2S;SG _
но кымӧрыд локтіс нӧшта ӧдйӧджык .	но кымӧр локны нӧшта ӧдйӧ .	CONJ N;NOM;PSS2S;SG 3;FIN;IND;PST;SG;V ADV ADV;CMPR;IN+ALL _
водінныд пуляяс улӧ , бандитъяс ?	водны пуля улын , бандит ?	2;FIN;IND;PL;PST;V N;NOM;PL ADP;IN+ALL;SG _ N;NOM;PL _
а став ӧдзӧсъяссьыс , воротаяссьыс , калиткаяссьыс мотор шум вылӧ котӧртісны нин вооружитчӧм йӧз .	а став ӧдзӧс , ворота , калитка мотор шум вылын котӧртны нин вооружитчыны йӧз .	CONJ DET;NOM;SG IN+ABL;N;PL;PSS3S _ IN+ABL;N;PL;PSS3S _ IN+ABL;N;PL;PSS3S N;NOM;SG N;NOM;SG ADP;IN+ALL;SG 3;FIN;IND;PL;PST;V ADV NOM;PST;SG;V;V.PTCP N;NOM;SG _
командир ёрт ?	командир ёрт ?	N;NOM;SG N;NOM;SG _
задньӧй ходыс портитчис ...	задньӧй ход портитчыны …	ADJ;NOM;SG N;NOM;PSS3S;SG 3;FIN;IND;PST;SG;V _
кыдзи сійӧ лои большевикӧн ?	кыдзи сійӧ лоны большевик ?	ADV 3;NOM;PRO;SG 3;FIN;IND;PST;SG;V INS;N;SG _
кӧть луныс вӧлі зэв мича .	кӧть лун вӧвны зэв мича .	PART N;NOM;PSS3S;SG 3;FIN;IND;PST;V ADV ADJ;NOM;SG _
кыдзи вермывліс врагъясӧс ?	кыдзи вермывлыны враг ?	ADV 3;FIN;IND;PST;SG;V ACC;N;PL _
техническӧй культураяс план дінӧ идралӧма 3 прӧчент вылӧ .	техническӧй культура план дінын идравны 3 прӧчент вылын .	ADJ;NOM;SG N;NOM;PL N;NOM;SG ADP;IN+ALL;SG 3;FIN;IND;NFH;PST;SG;V ACC;NUM;SG N;NOM;SG ADP;IN+ALL;SG _
мунігмозыс он тӧр бергӧдчыныс , командир ёрт !	мунны оз тӧрны бергӧдчыны , командир ёрт !	PSS3S;V;V.CVB 2;FIN;IND;NEG;PRS;V SG;V NFIN;V _ N;NOM;SG N;NOM;SG _
кутчысь чорыдджыка .	кутчысьны чорыд .	2;FIN;IMP;SG;V ADV _
